Title,Author,Genre,Height,Publisher,image_url
"The Teeth of the Tiger (Jack Ryan Universe, #12)",Tom Clancy,Sci-fi,5054715,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Moreta: Dragonlady of Pern (Pern, #7)",Anne McCaffrey,Sci-fi,3419,1983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Frosty the Snowman (Frosty the Snowman),Diane Muldrow,Sci-fi,1385651,1992,https://images.gr-assets.com/books/1377635241m/437885.jpg
"Preacher, Volume 6: War in the Sun","Garth Ennis, Steve Dillon, Peter Snejbjerg",Sci-fi,99260,1999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Queen of Attolia (The Queen's Thief, #2)",Megan Whalen Turner,Sci-fi,1124161,2000,https://images.gr-assets.com/books/1293505506m/40158.jpg
A Single Man,Christopher Isherwood,Sci-fi,1802690,1964,https://images.gr-assets.com/books/1380688373m/16842.jpg
Mortality,Christopher Hitchens,Sci-fi,18446960,2012,https://images.gr-assets.com/books/1337177391m/13529055.jpg
"Icefire (The Last Dragon Chronicles, #2)",Chris d'Lacey,Sci-fi,302969,2003,https://images.gr-assets.com/books/1362400475m/312050.jpg
Norse Mythology,Neil Gaiman,Sci-fi,51396954,2017,https://images.gr-assets.com/books/1473864212m/30831912.jpg
Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Stephen E. Ambrose,Sci-fi,235055,1997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Honor's Splendour,Julie Garwood,Sci-fi,1424362,1987,https://images.gr-assets.com/books/1313525352m/107774.jpg
Shut Out,Kody Keplinger,Sci-fi,14816042,2011,https://images.gr-assets.com/books/1327918078m/10757771.jpg
"Bad Rep (Bad Rep, #1)",A. Meredith Walters,Sci-fi,21913852,2012,https://images.gr-assets.com/books/1351282857m/16102880.jpg
"Valley of Silence (Circle Trilogy, #3)",Nora Roberts,Sci-fi,3037754,2006,https://images.gr-assets.com/books/1377646212m/59813.jpg
"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau,Sci-fi,969,2006,https://images.gr-assets.com/books/1320636285m/207034.jpg
"Hope to Die (Alex Cross, #22)",James Patterson,Sci-fi,40144215,2014,https://images.gr-assets.com/books/1414130505m/20800147.jpg
"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)","Kresley Cole, Gena Showalter",Sci-fi,6478941,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Doll Bones,"Holly Black, Eliza Wheeler",Sci-fi,19206674,2013,https://images.gr-assets.com/books/1424981042m/15944406.jpg
"Red Mist (Kay Scarpetta, #19)",Patricia Cornwell,Sci-fi,15978848,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,Sci-fi,8586623,2011,https://images.gr-assets.com/books/1409945571m/11277218.jpg
"Wild Man (Dream Man, #2)",Kristen Ashley,Sci-fi,18034302,2011,https://images.gr-assets.com/books/1327919924m/12881141.jpg
Welcome to Night Vale,"Joseph Fink, Jeffrey Cranor",Sci-fi,42677282,2015,https://images.gr-assets.com/books/1447774088m/23129410.jpg
Sleeping Beauty: a Little Golden Book (Disney Princess),"Michael Teitelbaum, Walt Disney Company",Sci-fi,41398086,1986,https://images.gr-assets.com/books/1320416694m/299384.jpg
"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,Sci-fi,846764,2001,https://images.gr-assets.com/books/1306208628m/110385.jpg
"Dumplin' (Dumplin', #1)",Julie   Murphy,Sci-fi,25795642,2015,https://images.gr-assets.com/books/1424189465m/18304322.jpg
Ancillary Mercy (Imperial Radch #3),Ann Leckie,Sci-fi,43134689,2015,https://images.gr-assets.com/books/1493642929m/23533039.jpg
The Darkest Surrender  (Lords of the Underworld #8),Gena Showalter,Sci-fi,12659235,2011,https://images.gr-assets.com/books/1327883317m/8038219.jpg
Danse Macabre,Stephen King,Sci-fi,1230142,1981,https://images.gr-assets.com/books/1309287093m/11563.jpg
"Seducing Cinderella (Fighting for Love, #1)",Gina L. Maxwell,Sci-fi,21464225,2012,https://images.gr-assets.com/books/1342860599m/15762657.jpg
"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",Alexander McCall Smith,Sci-fi,802082,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Vagina Monologues,"Eve Ensler, Gloria Steinem",Sci-fi,1146102,1996,https://images.gr-assets.com/books/1327243997m/104734.jpg
Our Mutual Friend,Charles Dickens,Sci-fi,2888469,1865,https://images.gr-assets.com/books/1403189244m/31244.jpg
A Handful of Dust,Evelyn Waugh,Sci-fi,3115332,1934,https://images.gr-assets.com/books/1344266314m/531262.jpg
Leota's Garden,Francine Rivers,Sci-fi,347981,1999,https://images.gr-assets.com/books/1406507728m/95608.jpg
Not My Daughter,Barbara Delinsky,Sci-fi,6724608,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Book of Illusions,Paul Auster,Sci-fi,1779328,2002,https://images.gr-assets.com/books/1391954093m/50618.jpg
"To Tame a Highland Warrior (Highlander, #2)",Karen Marie Moning,Sci-fi,2746770,1999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
A Mango-Shaped Space,Wendy Mass,Sci-fi,165142,2005,https://images.gr-assets.com/books/1326056834m/171020.jpg
Quentins,Maeve Binchy,Sci-fi,1004492,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Daniel Deronda,"George Eliot, Edmund White",Sci-fi,313957,1876,https://images.gr-assets.com/books/1320432000m/304.jpg
Here's to Us,Elin Hilderbrand,Sci-fi,47201116,2016,https://images.gr-assets.com/books/1460900079m/27161845.jpg
"Chasing Perfect (Fool's Gold, #1)",Susan Mallery,Sci-fi,7905321,2010,https://images.gr-assets.com/books/1278170007m/7203690.jpg
The Debutante Divorcee,Plum Sykes,Sci-fi,908288,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Life Application Study Bible: NIV,"Anonymous, Ronald A. Beers, Ronald A. Beers",Sci-fi,19119097,1992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Wheel of Darkness (Pendergast, #8)","Douglas Preston, Lincoln Child",Sci-fi,1383312,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,Sci-fi,42721200,2016,https://images.gr-assets.com/books/1459785141m/25733990.jpg
Blackmoore,Julianne Donaldson,Sci-fi,21517875,2013,https://images.gr-assets.com/books/1366846456m/15795628.jpg
The Sandman: Endless Nights,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",Sci-fi,460092,2003,https://images.gr-assets.com/books/1327948224m/47720.jpg
The First Wives Club,Olivia Goldsmith,Sci-fi,1924825,1992,https://images.gr-assets.com/books/1405833638m/202292.jpg
The Vanishing Act of Esme Lennox,Maggie O'Farrell,Sci-fi,3050927,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Night Watch,Sarah Waters,Sci-fi,134485,2006,https://images.gr-assets.com/books/1394331077m/550720.jpg
"Mightier Than the Sword (The Clifton Chronicles, #5)",Jeffrey Archer,Sci-fi,41125534,2015,https://images.gr-assets.com/books/1407772906m/21853645.jpg
"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,Sci-fi,2926090,2003,https://images.gr-assets.com/books/1327963715m/31331.jpg
Nature Girl,Carl Hiaasen,Sci-fi,1096451,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Boy's Life,Robert McCammon,Sci-fi,16685995,1991,https://images.gr-assets.com/books/1314302694m/11553.jpg
Adam Bede,"George Eliot, Joanna Trollope, Hugh Osborne",Sci-fi,21503633,1859,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sister of My Heart,Chitra Banerjee Divakaruni,Sci-fi,2483404,1997,https://images.gr-assets.com/books/1403188554m/16235.jpg
The Housekeeper and the Professor,"Yōko Ogawa, Stephen Snyder",Sci-fi,3214322,2003,https://images.gr-assets.com/books/1344313042m/3181564.jpg
"H is for Homicide (Kinsey Millhone, #8)",Sue Grafton,Sci-fi,98851,1991,https://images.gr-assets.com/books/1315138195m/102525.jpg
JPod,Douglas Coupland,Sci-fi,820439,2006,https://images.gr-assets.com/books/1316729451m/221059.jpg
The Face,Dean Koontz,Sci-fi,1125107,2003,https://images.gr-assets.com/books/1370732538m/32437.jpg
The Ascent of Money: A Financial History of the World,Niall Ferguson,Sci-fi,2740153,2007,https://images.gr-assets.com/books/1297236908m/2714607.jpg
Food: A Love Story,Jim Gaffigan,Sci-fi,40017077,2014,https://images.gr-assets.com/books/1419183381m/20697471.jpg
The Impossible Knife of Memory,Laurie Halse Anderson,Sci-fi,25386818,2014,https://images.gr-assets.com/books/1405786728m/18079527.jpg
"Purgatorio (The Divine Comedy, #2)","Dante Alighieri, Robert M. Durling",Sci-fi,2377265,1320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Deliver Us from Evil (A. Shaw, #2)",David Baldacci,Sci-fi,8444052,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
One Last Thing Before I Go,Jonathan Tropper,Sci-fi,19174091,2009,https://images.gr-assets.com/books/1356593893m/13586743.jpg
"By the Time You Read This, I'll Be Dead","Julie Anne Peters, C.J. Bott",Sci-fi,6803515,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,Sci-fi,21525054,2013,https://images.gr-assets.com/books/1352912866m/15801668.jpg
"City of Night (Dean Koontz's Frankenstein, #2)","Dean Koontz, Ed Gorman, John Bedford Lloyd",Sci-fi,22531,2005,https://images.gr-assets.com/books/1320441939m/21340.jpg
"The Quillan Games (Pendragon, #7)",D.J. MacHale,Sci-fi,738489,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
number9dream,David Mitchell,Sci-fi,1439,2001,https://images.gr-assets.com/books/1320540682m/6820.jpg
Girlfriend in a Coma,Douglas Coupland,Sci-fi,81401,1998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Green Mile, Part 1: The Two Dead Girls",Stephen King,Sci-fi,9813320,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ella Minnow Pea: A Novel in Letters,Mark Dunn,Sci-fi,2454636,2001,https://images.gr-assets.com/books/1479697890m/16200.jpg
"Toll the Hounds (The Malazan Book of the Fallen, #8)",Steven Erikson,Sci-fi,3898730,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Bone Garden ,Tess Gerritsen,Sci-fi,2388035,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Dee Lestari,Sci-fi,1490823,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
A Head Full of Ghosts,Paul Tremblay,Sci-fi,42563937,2015,https://images.gr-assets.com/books/1415678368m/23019294.jpg
Better Than Before: Mastering the Habits of Our Everyday Lives,Gretchen Rubin,Sci-fi,40771666,2015,https://images.gr-assets.com/books/1415588203m/22889767.jpg
"Broken Homes (Peter Grant, #4)",Ben Aaronovitch,Sci-fi,21875874,2013,https://images.gr-assets.com/books/1379380185m/18210706.jpg
"The King's Buccaneer (Krondor's Sons, #2)",Raymond E. Feist,Sci-fi,43289,1992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Maya's Notebook,"Isabel Allende, Anne McLean",Sci-fi,16406269,2011,https://images.gr-assets.com/books/1356073895m/16248114.jpg
"One Crazy Summer (Gaither Sisters, #1)",Rita Williams-Garcia,Sci-fi,6803731,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Dragon Haven (Rain Wild Chronicles, #2)",Robin Hobb,Sci-fi,21457174,2010,https://images.gr-assets.com/books/1263769185m/7011403.jpg
"Right Ho, Jeeves (Jeeves, #6)",P.G. Wodehouse,Sci-fi,2168123,1934,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"If You're Reading This, It's Too Late (Secret, #2)","Pseudonymous Bosch, Gilbert Ford",Sci-fi,3399145,2008,https://images.gr-assets.com/books/1344268358m/3359940.jpg
"Moonrise (Warriors: The New Prophecy, #2)",Erin Hunter,Sci-fi,1462397,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Wednesday Letters,Jason F. Wright,Sci-fi,2054515,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Betrayals (Strange Angels, #2)","Lili St. Crow, Lilith Saintcrow",Sci-fi,6558709,2009,https://images.gr-assets.com/books/1331244872m/6371117.jpg
You've Been Warned,"James Patterson, Howard Roughan",Sci-fi,1814838,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Chasing Vermeer (Chasing Vermeer, #1)","Blue Balliett, Brett Helquist",Sci-fi,3280795,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Jesus I Never Knew,Philip Yancey,Sci-fi,1370865,1995,https://images.gr-assets.com/books/1328995519m/53834.jpg
Turning Angel,Greg Iles,Sci-fi,1383713,2005,https://images.gr-assets.com/books/1327877096m/80630.jpg
"The Unidentified Redhead (Redhead, #1)",Alice Clayton,Sci-fi,10561678,2010,https://images.gr-assets.com/books/1355688970m/7743783.jpg
"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future","Dav Pilkey, George Beard, Harold Hutchins",Sci-fi,11169086,2010,https://images.gr-assets.com/books/1328837495m/7905977.jpg
A Child's Garden of Verses,"Robert Louis Stevenson, Tasha Tudor",Sci-fi,3077944,1885,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Informers,Bret Easton Ellis,Sci-fi,1308950,1994,https://images.gr-assets.com/books/1374684746m/9914.jpg
"The Queen (The Selection, #0.4)",Kiera Cass,Sci-fi,41381963,2014,https://images.gr-assets.com/books/1399581012m/22054340.jpg
"The Devil Colony (Sigma Force, #7)",James Rollins,Sci-fi,7897971,2010,https://images.gr-assets.com/books/1264522557m/7202829.jpg
"The Walking Dead, Vol. 12: Life Among Them","Robert Kirkman, Charlie Adlard",Sci-fi,9554419,2010,https://images.gr-assets.com/books/1279748761m/7469664.jpg
"Some Luck (Last Hundred Years: A Family Saga, #1)",Jane Smiley,Sci-fi,36430665,2014,https://images.gr-assets.com/books/1413128987m/20587777.jpg
Pedagogy of the Oppressed,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",Sci-fi,915602,1968,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",Ian Doescher,Sci-fi,23859346,2013,https://images.gr-assets.com/books/1411696453m/17262540.jpg
Identity Crisis,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",Sci-fi,530148,2004,https://images.gr-assets.com/books/1327948044m/26085.jpg
"Unspoken (The Lynburn Legacy, #1)",Sarah Rees Brennan,Sci-fi,15781826,2012,https://images.gr-assets.com/books/1333397426m/10866624.jpg
"Rama II (Rama, #2)","Arthur C. Clarke, Gentry Lee",Sci-fi,1907786,1989,https://images.gr-assets.com/books/1375814981m/112520.jpg
The Gospel According to Jesus Christ,José Saramago,Sci-fi,2338253,1991,https://images.gr-assets.com/books/1328196306m/28859.jpg
"Who Could That Be at This Hour? (All the Wrong Questions, #1)","Lemony Snicket, Seth",Sci-fi,19008874,2012,https://images.gr-assets.com/books/1333060600m/13477819.jpg
"The Calling (Darkness Rising, #2)",Kelley Armstrong,Sci-fi,13535869,2012,https://images.gr-assets.com/books/1478986621m/11765920.jpg
Avatar: The Last Airbender: The Lost Adventures,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",Sci-fi,17450242,2011,https://images.gr-assets.com/books/1297596036m/10450750.jpg
Hidden,Catherine McKenzie,Sci-fi,23861901,2013,https://images.gr-assets.com/books/1384805680m/18819296.jpg
Five Little Peppers and How They Grew,Margaret Sidney,Sci-fi,1167387,1881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",Jessica Day George,Sci-fi,3741438,2009,https://images.gr-assets.com/books/1312063284m/3697927.jpg
الطنطورية,"Radwa Ashour, رضوى عاشور",Sci-fi,13086736,2010,https://images.gr-assets.com/books/1314481218m/8239301.jpg
Miss Rumphius,Barbara Cooney,Sci-fi,929936,1981,https://images.gr-assets.com/books/1281468926m/334818.jpg
Ball Four,Jim Bouton,Sci-fi,81719,1970,https://images.gr-assets.com/books/1391414699m/762563.jpg
"Fables, Vol. 3: Storybook Love","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",Sci-fi,1138856,2004,https://images.gr-assets.com/books/1363682851m/21329.jpg
Aura,Carlos Fuentes,Sci-fi,2199572,1962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,Sci-fi,31603,1985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
A Random Walk Down Wall Street,Burton G. Malkiel,Sci-fi,886073,1973,https://images.gr-assets.com/books/1442952924m/900892.jpg
Forget You,Jennifer Echols,Sci-fi,7039736,2010,https://images.gr-assets.com/books/1311064362m/7129588.jpg
"Wanted (Wanted, #1)",Kelly Elliott,Sci-fi,21990534,2012,https://images.gr-assets.com/books/1354255331m/16152943.jpg
Marathon Man,William Goldman,Sci-fi,1098285,1974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Apothecary's Daughter,Julie Klassen,Sci-fi,3916135,2008,https://images.gr-assets.com/books/1325356997m/3870943.jpg
"Rock the Heart (Black Falcon, #1)",Michelle A. Valentine,Sci-fi,21826887,2012,https://images.gr-assets.com/books/1403549370m/16047244.jpg
"Bearing an Hourglass (Incarnations of Immortality, #2)",Piers Anthony,Sci-fi,2436148,1984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Five Chinese Brothers,"Claire Huchet Bishop, Kurt Wiese",Sci-fi,63267,1938,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Providence (Providence, #1)",Jamie McGuire,Sci-fi,14601010,2010,https://images.gr-assets.com/books/1358276101m/9712492.jpg
"The Source of Magic (Xanth, #2)",Piers Anthony,Sci-fi,2553145,1979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Days with Frog and Toad (Frog and Toad, #4)",Arnold Lobel,Sci-fi,1231869,1979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Cities of the Plain (The Border Trilogy, #3)",Cormac McCarthy,Sci-fi,3049974,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Captive Prince (Captive Prince, #1)",C.S. Pacat,Sci-fi,14188292,2015,https://images.gr-assets.com/books/1356028113m/9305362.jpg
"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,Sci-fi,847545,2006,https://images.gr-assets.com/books/1293505327m/40159.jpg
"Disney after Dark (Kingdom Keepers, #1)","Ridley Pearson, David Frankland",Sci-fi,2907344,2004,https://images.gr-assets.com/books/1275199267m/953260.jpg
What Do You Care What Other People Think?,Richard Feynman,Sci-fi,54737,1988,https://images.gr-assets.com/books/1297913068m/5548.jpg
Skippy Dies,Paul Murray,Sci-fi,7410973,2010,https://images.gr-assets.com/books/1301970939m/7146335.jpg
"The Honor of the Queen (Honor Harrington, #2)",David Weber,Sci-fi,1755248,1993,https://images.gr-assets.com/books/1304286399m/77735.jpg
"My Sweet Audrina (Audrina, #1)",V.C. Andrews,Sci-fi,2702382,1982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Atlantis World (The Origin Mystery, #3)",A.G. Riddle,Sci-fi,41346452,2014,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Embrace (The Violet Eden Chapters, #1)",Jessica Shirvington,Sci-fi,13505950,2010,https://images.gr-assets.com/books/1284130161m/8635145.jpg
"Unnatural Death (Lord Peter Wimsey, #3)",Dorothy L. Sayers,Sci-fi,520581,1927,https://images.gr-assets.com/books/1316244142m/192892.jpg
"Angels in America, Part One: Millennium Approaches",Tony Kushner,Sci-fi,576784,1992,https://images.gr-assets.com/books/1354209439m/92250.jpg
My Best Friend's Girl,Dorothy Koomson,Sci-fi,701268,2006,https://images.gr-assets.com/books/1363730538m/1617875.jpg
"Dreaming of You (The Gamblers, #2)",Lisa Kleypas,Sci-fi,679378,1994,https://images.gr-assets.com/books/1443223862m/330721.jpg
Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,Sci-fi,77870,2001,https://images.gr-assets.com/books/1339885200m/8725.jpg
The Complete Poems,John Keats,Sci-fi,1701632,1820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Almost Heaven (Sequels, #3)",Judith McNaught,Sci-fi,1395013,1989,https://images.gr-assets.com/books/1351327172m/129621.jpg
Three Day Road,Joseph Boyden,Sci-fi,809209,2005,https://images.gr-assets.com/books/1327905456m/823411.jpg
Red Harvest,Dashiell Hammett,Sci-fi,2193257,1929,https://images.gr-assets.com/books/1320423692m/30005.jpg
"Trust in Me (Wait for You, #1.5)","J. Lynn, Jennifer L. Armentrout",Sci-fi,25003611,2013,https://images.gr-assets.com/books/1493755741m/17860217.jpg
"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)","Masashi Kishimoto, Frances Wall",Sci-fi,197435,2002,https://images.gr-assets.com/books/1435525208m/204041.jpg
One Summer,David Baldacci,Sci-fi,14395007,2011,https://images.gr-assets.com/books/1344267627m/9509289.jpg
"Whitney, My Love (Westmoreland, #2)",Judith McNaught,Sci-fi,340933,1985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Train to Pakistan,Khushwant Singh,Sci-fi,105288,1956,https://images.gr-assets.com/books/1342220976m/785454.jpg
Jasper Jones,Craig Silvey,Sci-fi,6560290,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,Sci-fi,1966734,2007,https://images.gr-assets.com/books/1354898395m/1963638.jpg
A Brief History of Seven Killings,Marlon James,Sci-fi,40236328,2014,https://images.gr-assets.com/books/1399045083m/20893314.jpg
Hold Still,Nina LaCour,Sci-fi,6561348,2009,https://images.gr-assets.com/books/1394240099m/6373717.jpg
The Prize,Julie Garwood,Sci-fi,1913455,1991,https://images.gr-assets.com/books/1304789713m/107772.jpg
The Middlesteins,Jami Attenberg,Sci-fi,19086644,2012,https://images.gr-assets.com/books/1339727222m/13525938.jpg
Capital in the Twenty-First Century,"Thomas Piketty, Arthur Goldhammer",Sci-fi,26224121,2013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Flyboys: A True Story of Courage,James D. Bradley,Sci-fi,22829,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Eloise ,"Kay Thompson, Hilary Knight",Sci-fi,768864,1955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,Sci-fi,19125429,2013,https://images.gr-assets.com/books/1369670906m/13555073.jpg
Summer House with Swimming Pool,Herman Koch,Sci-fi,15210065,2011,https://images.gr-assets.com/books/1384734826m/18594633.jpg
True History of the Kelly Gang,Peter Carey,Sci-fi,2134852,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Get Shorty (Chili Palmer, #1)",Elmore Leonard,Sci-fi,2504855,1990,https://images.gr-assets.com/books/1330673682m/702539.jpg
"One Tiny Lie (Ten Tiny Breaths, #2)",K.A. Tucker,Sci-fi,22603415,2013,https://images.gr-assets.com/books/1380903726m/17302495.jpg
The Day of the Locust,"Nathanael West, Alfred Kazin",Sci-fi,990677,1939,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Genius: The Life and Science of Richard Feynman,James Gleick,Sci-fi,191828,1992,https://images.gr-assets.com/books/1320409497m/98685.jpg
Honolulu,Alan Brennert,Sci-fi,4668682,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Full Moon Rising (Riley Jenson Guardian #1),Keri Arthur,Sci-fi,907142,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Bridge of Sighs,Richard Russo,Sci-fi,6121267,2007,https://images.gr-assets.com/books/1320397300m/107821.jpg
Winter Solstice,Rosamunde Pilcher,Sci-fi,2067411,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"United We Spy (Gallagher Girls, #6)",Ally Carter,Sci-fi,19165924,2013,https://images.gr-assets.com/books/1368559827m/13580951.jpg
"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",Rachel Caine,Sci-fi,6764805,2009,https://images.gr-assets.com/books/1478780633m/6571723.jpg
"Raven's Gate (The Gatekeepers, #1)",Anthony Horowitz,Sci-fi,3327491,2005,https://images.gr-assets.com/books/1328842690m/107664.jpg
Wolf in White Van,John Darnielle,Sci-fi,39843433,2014,https://images.gr-assets.com/books/1393646533m/20575425.jpg
Three Comrades,Erich Maria Remarque,Sci-fi,2784253,1936,https://images.gr-assets.com/books/1320543184m/91203.jpg
